user_id,age,gender,location,occupation,preference_cuisine,preference_price_range,preference_scene,registration_date
U0368,46,男,涟源市,公务员,川菜,中档,商务聚餐,2025-10-16
U0369,20,女,双峰县,自由职业者,小吃,高档,学生用餐,2025-03-08
U0370,31,男,涟源市,其他,素食,经济型,学生早餐,2025-05-31
U0371,23,女,新化县,自由职业者,素食,经济型,学生晚餐,2025-12-30
U0372,38,女,双峰县,学生,小吃,经济型,学生午餐,2025-02-06
U0373,41,男,娄星区,医生,小吃,高档,商务聚餐,2025-12-30
U0374,18,女,涟源市,医生,素食,经济型,甜品,2025-09-13
U0375,38,女,新化县,学生,湘菜,经济型,学生夜宵,2025-09-12
U0376,29,女,冷水江市,公务员,西餐,中档,朋友聚会,2025-10-18
U0377,26,女,新化县,上班族,川菜,中档,商务聚餐,2025-12-19
U0378,28,男,娄星区,学生,小吃,经济型,学生夜宵,2025-06-23
U0379,54,男,娄星区,公务员,西餐,高档,家庭聚餐,2025-02-05
U0380,18,女,冷水江市,其他,西餐,高档,节日聚餐,2025-04-13
U0381,47,男,涟源市,教师,西餐,高档,商务宴请,2025-09-28
U0382,33,男,双峰县,其他,日韩料理,中档,学生早餐,2025-08-08
U0383,43,男,涟源市,上班族,粤菜,中档,商务聚餐,2025-07-03
U0384,49,女,娄星区,医生,日韩料理,中档,商务聚餐,2025-10-22
U0385,31,男,新化县,医生,日韩料理,中档,朋友聚会,2025-12-24
U0386,54,女,新化县,教师,湘菜,高档,商务宴请,2025-11-24
U0387,53,女,冷水江市,公务员,素食,高档,商务聚餐,2025-11-15
U0388,22,女,涟源市,医生,小吃,高档,夜宵,2025-11-14
U0389,55,男,双峰县,学生,粤菜,经济型,学生早餐,2026-01-29
U0390,41,女,涟源市,学生,川菜,经济型,学生晚餐,2025-05-18
U0391,42,女,新化县,自由职业者,川菜,中档,商务聚餐,2025-07-21
U0392,27,女,涟源市,医生,快餐,经济型,工作日午餐,2025-04-20
U0393,23,女,双峰县,医生,日韩料理,经济型,学生晚餐,2025-11-16
U0394,41,男,娄星区,医生,湘菜,中档,商务聚餐,2025-06-25
U0395,39,女,娄星区,医生,素食,中档,户外用餐,2025-12-11
U0396,46,男,冷水江市,医生,川菜,高档,商务宴请,2025-04-05
U0397,47,女,冷水江市,公务员,日韩料理,中档,商务聚餐,2025-11-13
U0398,33,男,冷水江市,教师,西餐,高档,工作日早餐,2026-01-24
U0399,31,女,新化县,自由职业者,快餐,经济型,周末聚餐,2025-07-18
U0400,25,男,新化县,教师,川菜,高档,周末聚餐,2025-05-24
U0401,51,女,双峰县,上班族,粤菜,中档,商务宴请,2025-12-03
U0402,24,男,冷水江市,工程师,日韩料理,经济型,学生早餐,2025-07-07
U0403,30,女,新化县,医生,素食,中档,亲子聚餐,2025-12-24
U0404,22,男,新化县,教师,粤菜,经济型,周末早餐,2025-03-25
U0405,33,男,娄星区,医生,西餐,中档,下午茶,2025-07-07
U0406,57,女,涟源市,学生,粤菜,经济型,学生晚餐,2026-01-12
U0407,46,女,涟源市,自由职业者,快餐,高档,商务聚餐,2025-02-18
U0408,29,男,涟源市,教师,小吃,高档,午餐,2025-08-27
U0409,40,女,双峰县,上班族,川菜,经济型,户外用餐,2025-07-04
U0410,49,女,冷水江市,自由职业者,川菜,中档,家庭聚餐,2025-09-20
U0411,48,女,娄星区,自由职业者,日韩料理,高档,商务聚餐,2025-09-05
U0412,42,女,新化县,医生,素食,中档,家庭聚餐,2025-04-01
U0413,38,女,双峰县,医生,川菜,中档,亲子聚餐,2025-12-18
U0414,46,男,涟源市,学生,粤菜,经济型,学生夜宵,2025-02-06
U0415,34,男,涟源市,自由职业者,粤菜,中档,外卖,2025-03-06
U0416,44,女,冷水江市,上班族,西餐,中档,商务聚餐,2025-12-02
U0417,59,男,涟源市,医生,小吃,中档,家庭聚餐,2025-08-17
U0418,39,女,新化县,教师,快餐,中档,商务聚餐,2025-03-28
U0419,44,女,娄星区,自由职业者,日韩料理,高档,商务宴请,2025-02-28
U0420,46,女,娄星区,工程师,素食,高档,家庭聚餐,2025-10-28
U0421,19,男,新化县,医生,日韩料理,高档,早餐,2025-06-06
U0422,26,男,新化县,其他,西餐,中档,亲子聚餐,2025-07-20
U0423,30,女,娄星区,工程师,日韩料理,高档,节日聚餐,2025-09-29
U0424,25,男,冷水江市,其他,素食,高档,工作日早餐,2025-04-10
U0425,29,男,娄星区,自由职业者,快餐,经济型,朋友聚会,2025-07-06
U0426,45,女,娄星区,自由职业者,西餐,中档,商务宴请,2026-01-23
U0427,57,男,娄星区,医生,小吃,中档,商务宴请,2025-02-12
U0428,41,男,冷水江市,其他,日韩料理,高档,家庭聚餐,2025-11-27
U0429,21,男,双峰县,医生,粤菜,中档,家庭聚餐,2026-01-07
U0430,22,女,涟源市,上班族,湘菜,中档,周末聚餐,2025-09-29
U0431,30,女,双峰县,上班族,日韩料理,中档,家庭聚餐,2025-12-13
U0432,41,女,娄星区,自由职业者,西餐,中档,商务宴请,2025-12-13
U0433,38,女,冷水江市,工程师,西餐,高档,小吃,2026-01-11
U0434,49,男,涟源市,其他,川菜,中档,家庭聚餐,2025-11-12
U0435,31,女,冷水江市,学生,湘菜,经济型,学生早餐,2025-02-04
U0436,57,女,冷水江市,学生,湘菜,经济型,学生午餐,2025-07-13
U0437,56,女,涟源市,自由职业者,川菜,高档,家庭聚餐,2025-02-28
U0438,35,女,新化县,学生,快餐,经济型,学生午餐,2025-06-22
U0439,43,女,娄星区,工程师,小吃,中档,商务聚餐,2025-05-17
U0440,28,男,冷水江市,公务员,小吃,中档,学生早餐,2025-04-05
U0441,57,男,涟源市,公务员,川菜,中档,商务宴请,2025-10-29
U0442,20,女,冷水江市,公务员,粤菜,中档,周末晚餐,2025-12-17
U0443,43,女,新化县,工程师,快餐,中档,商务宴请,2025-03-14
U0444,58,男,涟源市,公务员,西餐,中档,家庭聚餐,2025-03-26
U0445,33,男,娄星区,学生,湘菜,经济型,学生早餐,2026-01-24
U0446,53,女,双峰县,其他,快餐,中档,商务宴请,2025-07-09
U0447,36,女,新化县,公务员,小吃,中档,周末早餐,2026-01-08
U0448,49,女,涟源市,上班族,快餐,中档,家庭聚餐,2026-01-02
U0449,22,男,涟源市,医生,川菜,高档,午餐,2025-02-01
U0450,53,男,新化县,自由职业者,日韩料理,中档,商务宴请,2025-08-20
U0451,60,女,双峰县,上班族,小吃,高档,商务聚餐,2025-10-23
U0452,21,女,双峰县,上班族,小吃,经济型,工作日午餐,2025-08-09
U0453,50,男,冷水江市,上班族,湘菜,中档,家庭聚餐,2026-01-23
U0454,27,女,娄星区,医生,粤菜,高档,情侣约会,2025-11-26
U0455,27,女,涟源市,自由职业者,川菜,经济型,学生午餐,2025-08-26
U0456,32,女,冷水江市,医生,快餐,经济型,学生用餐,2025-11-13
U0457,39,女,涟源市,自由职业者,素食,高档,户外用餐,2025-12-31
U0458,20,女,娄星区,公务员,粤菜,高档,早餐,2025-07-18
U0459,33,女,涟源市,其他,湘菜,经济型,工作日晚餐,2025-11-14
U0460,35,女,双峰县,上班族,快餐,经济型,周末午餐,2025-06-02
U0461,27,女,娄星区,工程师,西餐,高档,商务聚餐,2025-10-21
U0462,59,女,娄星区,教师,粤菜,中档,商务宴请,2025-08-25
U0463,51,男,新化县,教师,小吃,高档,商务聚餐,2025-07-29
U0464,29,男,涟源市,其他,粤菜,经济型,亲子聚餐,2025-02-18
U0465,23,女,双峰县,学生,川菜,经济型,学生夜宵,2025-05-27
U0466,41,女,涟源市,学生,快餐,经济型,学生夜宵,2025-03-21
U0467,35,男,双峰县,自由职业者,小吃,经济型,商务聚餐,2025-10-08
U0468,27,女,冷水江市,其他,快餐,高档,工作日早餐,2025-07-28
U0469,33,男,冷水江市,医生,西餐,高档,学生夜宵,2025-06-17
U0470,55,女,新化县,公务员,小吃,高档,商务聚餐,2025-11-14
U0471,45,女,冷水江市,公务员,素食,高档,商务聚餐,2025-07-16
U0472,29,女,涟源市,医生,日韩料理,高档,夜宵,2025-03-12
U0473,50,女,冷水江市,工程师,日韩料理,高档,商务聚餐,2025-12-22
U0474,58,男,涟源市,其他,湘菜,中档,商务聚餐,2025-07-01
U0475,22,男,娄星区,自由职业者,川菜,中档,节日聚餐,2025-03-24
U0476,41,女,新化县,学生,素食,经济型,学生晚餐,2025-08-10
U0477,28,男,双峰县,学生,西餐,经济型,学生早餐,2025-06-07
U0478,39,女,娄星区,其他,湘菜,高档,周末早餐,2025-10-05
U0479,32,女,新化县,其他,川菜,经济型,午餐,2025-03-23
U0480,33,女,涟源市,自由职业者,粤菜,经济型,工作日午餐,2025-11-23
U0481,59,女,新化县,公务员,素食,高档,商务宴请,2025-02-08
U0482,57,女,双峰县,学生,日韩料理,经济型,学生早餐,2025-03-18
U0483,56,男,娄星区,公务员,日韩料理,高档,家庭聚餐,2025-03-10
U0484,58,男,双峰县,上班族,日韩料理,高档,商务宴请,2025-10-03
U0485,49,男,双峰县,教师,川菜,中档,商务聚餐,2025-08-26
U0486,49,男,双峰县,工程师,川菜,中档,商务宴请,2025-12-21
U0487,59,女,新化县,教师,川菜,高档,商务聚餐,2026-01-23
U0488,22,男,新化县,学生,川菜,经济型,学生午餐,2025-12-25
U0489,54,女,娄星区,教师,素食,中档,商务聚餐,2025-07-10
U0490,59,女,冷水江市,医生,小吃,高档,家庭聚餐,2025-07-31
U0491,55,男,新化县,医生,小吃,中档,商务宴请,2025-03-26
U0492,41,女,双峰县,医生,粤菜,中档,商务聚餐,2025-06-01
U0493,47,男,娄星区,上班族,粤菜,高档,商务聚餐,2025-06-02
U0494,48,男,涟源市,上班族,湘菜,中档,家庭聚餐,2025-05-23
U0495,39,女,冷水江市,学生,日韩料理,经济型,学生午餐,2025-03-15
U0496,49,男,娄星区,公务员,小吃,高档,商务宴请,2025-06-13
U0497,54,女,冷水江市,公务员,粤菜,高档,商务宴请,2025-04-22
U0498,49,女,新化县,学生,西餐,经济型,学生早餐,2025-05-19
U0499,36,女,新化县,自由职业者,川菜,经济型,工作日晚餐,2025-07-22
U0500,38,女,娄星区,自由职业者,川菜,中档,外卖,2025-03-07
U0501,39,男,涟源市,工程师,小吃,经济型,情侣约会,2025-03-13
U0502,41,女,新化县,自由职业者,小吃,中档,商务宴请,2025-07-16
U0503,21,男,冷水江市,医生,素食,高档,午餐,2025-04-03
U0504,32,女,涟源市,其他,川菜,中档,工作日午餐,2025-03-16
U0505,38,男,新化县,公务员,小吃,高档,学生午餐,2025-08-31
U0506,26,男,娄星区,公务员,西餐,经济型,情侣约会,2025-07-12
U0507,36,女,新化县,医生,小吃,中档,商务宴请,2026-01-21
U0508,47,男,娄星区,医生,粤菜,中档,商务宴请,2025-08-29
U0509,52,男,涟源市,其他,粤菜,中档,商务宴请,2025-09-14
U0510,24,男,新化县,医生,小吃,高档,亲子聚餐,2025-12-02
U0511,28,男,双峰县,自由职业者,湘菜,经济型,夜宵,2025-03-03
U0512,45,女,涟源市,学生,日韩料理,经济型,学生用餐,2025-12-16
U0513,31,女,冷水江市,医生,湘菜,中档,朋友聚会,2025-04-17
U0514,47,男,双峰县,上班族,快餐,中档,商务聚餐,2025-06-19
U0515,28,男,涟源市,学生,日韩料理,经济型,学生早餐,2026-01-11
U0516,51,男,娄星区,学生,粤菜,经济型,学生夜宵,2025-08-20
U0517,57,女,涟源市,工程师,湘菜,中档,商务聚餐,2025-10-20
U0518,37,男,娄星区,工程师,粤菜,高档,学生午餐,2025-06-27
U0519,40,女,娄星区,工程师,素食,高档,周末早餐,2025-04-02
U0520,48,男,冷水江市,其他,素食,中档,商务聚餐,2025-12-31
U0521,23,女,娄星区,教师,小吃,中档,学生用餐,2025-10-13
U0522,18,女,涟源市,医生,素食,中档,家庭聚餐,2025-10-23
U0523,37,女,娄星区,其他,湘菜,高档,学生早餐,2025-06-18
U0524,45,女,新化县,教师,粤菜,高档,家庭聚餐,2025-09-07
U0525,45,女,双峰县,上班族,小吃,高档,商务聚餐,2025-02-21
U0526,25,男,冷水江市,教师,粤菜,高档,学生用餐,2025-11-11
U0527,22,女,涟源市,医生,快餐,经济型,午餐,2025-06-03
U0528,45,女,涟源市,自由职业者,日韩料理,高档,商务聚餐,2025-07-29
U0529,30,女,新化县,其他,小吃,中档,家庭聚餐,2025-06-29
U0530,25,女,双峰县,其他,西餐,高档,商务聚餐,2025-03-13
U0531,22,女,冷水江市,上班族,粤菜,经济型,早餐,2025-10-19
U0532,50,女,娄星区,教师,快餐,中档,家庭聚餐,2025-07-30
U0533,21,男,娄星区,公务员,快餐,中档,夜宵,2025-08-14
U0534,49,女,双峰县,教师,西餐,中档,家庭聚餐,2025-02-24
U0535,59,女,双峰县,自由职业者,素食,高档,商务聚餐,2025-08-21
U0536,27,女,冷水江市,自由职业者,小吃,高档,亲子聚餐,2026-01-24
U0537,31,女,娄星区,工程师,粤菜,经济型,学生早餐,2025-08-21
U0538,20,女,新化县,工程师,小吃,中档,节日聚餐,2025-03-31
U0539,20,女,娄星区,工程师,快餐,经济型,学生用餐,2025-12-01
U0540,36,男,双峰县,教师,粤菜,高档,工作日午餐,2025-10-11
U0541,37,女,涟源市,上班族,西餐,经济型,亲子聚餐,2025-04-23
U0542,45,男,冷水江市,公务员,湘菜,高档,家庭聚餐,2025-08-04
U0543,28,男,双峰县,工程师,小吃,经济型,小吃,2025-06-25
U0544,25,女,冷水江市,工程师,川菜,高档,下午茶,2025-02-22
U0545,31,男,娄星区,学生,日韩料理,经济型,学生午餐,2025-04-04
U0546,40,男,涟源市,其他,素食,经济型,学生夜宵,2025-08-29
U0547,60,男,涟源市,自由职业者,粤菜,中档,商务宴请,2025-10-08
U0548,25,男,冷水江市,工程师,川菜,中档,商务宴请,2025-09-03
U0549,30,女,冷水江市,其他,小吃,高档,周末早餐,2025-10-21
U0550,27,男,双峰县,学生,小吃,经济型,学生午餐,2025-11-06
U0551,20,女,双峰县,自由职业者,小吃,经济型,学生夜宵,2025-09-29
U0552,27,男,双峰县,其他,快餐,中档,学生用餐,2025-06-30
U0553,24,男,冷水江市,上班族,小吃,高档,学生用餐,2026-01-12
U0554,30,男,新化县,教师,粤菜,经济型,周末聚餐,2025-11-14
U0555,40,女,涟源市,自由职业者,素食,高档,下午茶,2025-10-26
U0556,18,男,娄星区,教师,小吃,经济型,户外用餐,2025-03-29
U0557,35,男,冷水江市,教师,川菜,经济型,周末聚餐,2025-06-05
U0558,43,男,涟源市,其他,快餐,中档,家庭聚餐,2025-06-04
U0559,44,男,涟源市,其他,素食,中档,商务聚餐,2025-08-28
U0560,26,女,双峰县,自由职业者,川菜,经济型,工作日午餐,2025-03-15
U0561,21,女,新化县,其他,素食,经济型,小吃,2025-08-08
U0562,25,男,冷水江市,其他,快餐,高档,工作日午餐,2025-02-14
U0563,37,男,双峰县,学生,素食,经济型,学生晚餐,2026-01-08
U0564,33,女,新化县,工程师,川菜,经济型,工作日午餐,2026-01-30
U0565,51,女,娄星区,医生,小吃,中档,商务聚餐,2025-08-22
U0566,20,女,双峰县,教师,西餐,经济型,工作日早餐,2025-02-01
U0567,27,男,娄星区,学生,快餐,经济型,学生早餐,2025-07-13
U0568,26,男,新化县,工程师,西餐,中档,外卖,2025-04-21
U0569,43,女,涟源市,学生,川菜,经济型,学生午餐,2025-08-07
U0570,43,女,双峰县,公务员,西餐,中档,商务宴请,2025-10-28
U0571,56,男,双峰县,医生,川菜,高档,商务宴请,2025-03-05
U0572,23,女,涟源市,教师,川菜,经济型,朋友聚会,2025-02-25
U0573,18,男,冷水江市,其他,素食,中档,户外用餐,2025-12-05
U0574,37,男,娄星区,自由职业者,小吃,高档,工作日早餐,2025-07-02
U0575,45,女,双峰县,工程师,粤菜,高档,商务宴请,2025-12-02
U0576,22,男,涟源市,学生,粤菜,经济型,学生用餐,2025-10-17
U0577,41,女,娄星区,教师,快餐,高档,商务聚餐,2025-03-04
U0578,49,男,双峰县,自由职业者,粤菜,中档,家庭聚餐,2025-11-19
U0579,32,女,冷水江市,公务员,小吃,中档,学生夜宵,2025-04-15
U0580,54,男,涟源市,公务员,川菜,高档,商务宴请,2025-07-07
U0581,50,男,新化县,其他,日韩料理,高档,家庭聚餐,2025-08-09
U0582,39,女,双峰县,学生,粤菜,经济型,学生晚餐,2025-04-11
U0583,25,女,娄星区,学生,素食,经济型,学生早餐,2025-05-23
U0584,57,女,冷水江市,自由职业者,西餐,高档,商务宴请,2025-10-25
U0585,23,女,娄星区,医生,小吃,高档,外卖,2025-09-23
U0586,53,女,新化县,学生,西餐,经济型,学生用餐,2025-03-26
U0587,25,女,涟源市,工程师,小吃,中档,家庭聚餐,2025-10-12
U0588,19,女,涟源市,公务员,湘菜,经济型,情侣约会,2025-08-01
U0589,23,女,涟源市,学生,快餐,经济型,学生用餐,2026-01-10
U0590,28,男,冷水江市,医生,快餐,高档,朋友聚会,2025-06-13
U0591,30,女,娄星区,其他,日韩料理,高档,学生用餐,2025-07-17
U0592,59,男,新化县,自由职业者,日韩料理,中档,商务聚餐,2025-11-18
U0593,21,男,冷水江市,工程师,素食,高档,午餐,2025-09-15
U0594,21,女,娄星区,教师,湘菜,经济型,情侣约会,2025-02-11
U0595,37,男,娄星区,工程师,快餐,经济型,情侣约会,2025-06-23
U0596,33,女,涟源市,学生,湘菜,经济型,学生用餐,2026-01-10
U0597,58,女,涟源市,公务员,快餐,中档,家庭聚餐,2025-04-05
U0598,34,女,新化县,学生,湘菜,经济型,学生用餐,2025-03-18
U0599,44,女,新化县,公务员,西餐,高档,家庭聚餐,2025-07-22
U0600,25,男,涟源市,工程师,湘菜,高档,商务聚餐,2025-12-24
U0601,41,男,涟源市,公务员,川菜,高档,商务宴请,2025-08-05
U0602,46,男,新化县,其他,川菜,中档,商务宴请,2025-02-26
U0603,39,女,双峰县,学生,快餐,经济型,学生晚餐,2025-11-16
U0604,49,女,冷水江市,教师,川菜,高档,商务宴请,2025-07-03
U0605,21,男,涟源市,其他,粤菜,经济型,学生晚餐,2025-12-20
U0606,37,男,冷水江市,医生,湘菜,经济型,学生晚餐,2025-10-19
U0607,27,女,娄星区,医生,粤菜,高档,学生夜宵,2025-06-06
U0608,20,男,双峰县,公务员,川菜,经济型,学生早餐,2025-08-20
U0609,45,女,冷水江市,教师,小吃,高档,商务聚餐,2026-01-19
U0610,20,男,冷水江市,医生,川菜,中档,商务宴请,2025-10-27
U0611,58,女,冷水江市,医生,西餐,高档,商务聚餐,2025-07-01
U0612,20,男,冷水江市,上班族,粤菜,经济型,周末午餐,2025-02-28
U0613,42,男,双峰县,工程师,小吃,高档,家庭聚餐,2025-06-15
U0614,57,女,新化县,教师,川菜,高档,商务聚餐,2025-05-09
U0615,29,女,新化县,工程师,西餐,经济型,周末早餐,2025-02-03
U0616,49,男,新化县,上班族,快餐,中档,商务聚餐,2025-05-12
U0617,22,男,涟源市,自由职业者,粤菜,高档,学生用餐,2025-03-03
U0618,42,女,涟源市,教师,川菜,高档,商务聚餐,2025-09-03
U0619,43,男,新化县,公务员,素食,中档,商务聚餐,2025-11-06
U0620,33,女,娄星区,其他,日韩料理,高档,学生夜宵,2025-05-28
U0621,60,男,双峰县,公务员,西餐,中档,商务宴请,2025-09-21
U0622,45,女,涟源市,自由职业者,川菜,中档,商务宴请,2025-11-13
U0623,21,女,涟源市,上班族,西餐,中档,工作日早餐,2025-10-27
U0624,56,女,涟源市,上班族,粤菜,中档,商务聚餐,2025-08-02
U0625,21,女,冷水江市,教师,西餐,高档,学生晚餐,2025-09-14
U0626,26,女,新化县,自由职业者,粤菜,中档,户外用餐,2025-03-15
U0627,19,男,双峰县,上班族,川菜,中档,情侣约会,2025-03-31
U0628,36,女,娄星区,上班族,湘菜,高档,外卖,2025-08-11
U0629,22,男,娄星区,公务员,川菜,中档,情侣约会,2025-03-08
U0630,34,女,娄星区,工程师,川菜,高档,周末早餐,2025-05-20
U0631,27,男,冷水江市,其他,粤菜,中档,外卖,2025-09-25
U0632,24,男,娄星区,其他,快餐,经济型,工作日午餐,2025-02-27
U0633,33,男,双峰县,工程师,快餐,经济型,学生早餐,2025-04-25
U0634,24,女,涟源市,学生,日韩料理,经济型,学生早餐,2025-12-19
U0635,51,女,双峰县,工程师,素食,中档,家庭聚餐,2025-07-26
U0636,59,女,涟源市,工程师,素食,中档,商务宴请,2025-12-29
U0637,56,男,娄星区,公务员,湘菜,高档,商务宴请,2025-04-16
U0638,26,女,涟源市,教师,日韩料理,高档,早餐,2025-04-03
U0639,19,男,双峰县,公务员,川菜,经济型,甜品,2025-08-13
U0640,36,男,新化县,上班族,日韩料理,高档,工作日早餐,2025-11-02
U0641,48,女,娄星区,上班族,素食,高档,商务聚餐,2025-07-18
U0642,47,女,冷水江市,医生,日韩料理,高档,家庭聚餐,2025-07-21
U0643,27,女,涟源市,教师,川菜,中档,午餐,2025-02-25
U0644,21,男,双峰县,工程师,快餐,高档,外卖,2025-02-26
U0645,40,男,涟源市,上班族,西餐,经济型,工作日晚餐,2026-01-04
U0646,52,男,娄星区,上班族,西餐,中档,商务聚餐,2025-08-05
U0647,50,男,双峰县,上班族,川菜,中档,商务聚餐,2026-01-16
U0648,25,男,新化县,其他,素食,经济型,商务聚餐,2025-11-22
U0649,43,女,冷水江市,自由职业者,小吃,高档,家庭聚餐,2026-01-25
U0650,28,男,新化县,自由职业者,日韩料理,中档,外卖,2025-02-19
U0651,43,男,冷水江市,公务员,西餐,高档,商务宴请,2025-02-10
U0652,37,男,新化县,自由职业者,小吃,经济型,学生夜宵,2025-07-08
U0653,49,男,冷水江市,学生,西餐,经济型,学生夜宵,2025-07-29
U0654,54,男,双峰县,其他,湘菜,高档,商务宴请,2025-06-22
U0655,19,男,冷水江市,学生,粤菜,经济型,学生晚餐,2025-05-04
U0656,24,女,娄星区,其他,小吃,经济型,周末早餐,2025-07-01
U0657,53,男,娄星区,医生,素食,中档,商务宴请,2025-06-09
U0658,18,女,双峰县,其他,西餐,中档,家庭聚餐,2025-10-27
U0659,19,女,双峰县,上班族,川菜,经济型,下午茶,2025-01-31
U0660,53,女,双峰县,工程师,西餐,中档,商务聚餐,2025-09-20
U0661,22,男,双峰县,医生,素食,高档,情侣约会,2026-01-17
U0662,26,男,娄星区,其他,川菜,经济型,学生午餐,2025-05-23
U0663,26,男,冷水江市,教师,素食,高档,情侣约会,2025-11-27
U0664,40,女,新化县,学生,湘菜,经济型,学生夜宵,2025-01-30
U0665,54,男,双峰县,医生,素食,中档,商务宴请,2026-01-22
U0666,42,男,双峰县,学生,小吃,经济型,学生晚餐,2025-06-04
U0667,40,女,冷水江市,自由职业者,川菜,中档,商务聚餐,2025-05-21
U0668,19,男,新化县,工程师,川菜,中档,周末聚餐,2025-01-31
U0669,35,男,新化县,教师,川菜,中档,情侣约会,2025-04-01
U0670,25,女,冷水江市,其他,粤菜,经济型,学生早餐,2025-09-16
U0671,18,男,涟源市,教师,快餐,中档,早餐,2025-06-13
U0672,31,男,双峰县,医生,粤菜,经济型,工作日午餐,2025-02-14
U0673,59,女,新化县,学生,川菜,经济型,学生用餐,2025-10-18
U0674,33,女,新化县,上班族,湘菜,高档,甜品,2025-09-26
U0675,36,女,双峰县,公务员,日韩料理,中档,户外用餐,2025-10-22
U0676,53,女,双峰县,教师,小吃,中档,商务聚餐,2025-11-09
U0677,20,女,涟源市,自由职业者,粤菜,经济型,周末晚餐,2025-08-22
U0678,55,男,冷水江市,学生,川菜,经济型,学生午餐,2025-02-24
U0679,18,女,娄星区,学生,日韩料理,经济型,学生用餐,2025-07-19
U0680,38,男,涟源市,医生,小吃,经济型,节日聚餐,2025-10-24
U0681,47,男,双峰县,公务员,西餐,中档,商务聚餐,2025-06-14
U0682,18,女,双峰县,医生,湘菜,经济型,家庭聚餐,2025-08-17
U0683,20,男,涟源市,医生,快餐,高档,周末聚餐,2025-03-10
U0684,59,女,双峰县,学生,素食,经济型,学生早餐,2025-08-16
U0685,39,女,双峰县,公务员,西餐,中档,下午茶,2025-10-31
U0686,52,男,双峰县,医生,川菜,高档,商务宴请,2025-03-26
U0687,31,女,涟源市,上班族,湘菜,经济型,节日聚餐,2025-12-07
U0688,53,男,双峰县,医生,小吃,中档,商务宴请,2025-09-09
U0689,56,女,冷水江市,学生,湘菜,经济型,学生早餐,2025-07-20
U0690,47,男,冷水江市,医生,西餐,高档,商务聚餐,2025-02-22
U0691,34,女,涟源市,医生,素食,经济型,朋友聚会,2025-09-17
U0692,34,男,娄星区,其他,素食,经济型,外卖,2025-09-11
U0693,26,女,双峰县,上班族,日韩料理,中档,学生早餐,2025-12-29
U0694,48,男,娄星区,医生,西餐,中档,家庭聚餐,2025-07-10
U0695,59,女,娄星区,医生,素食,高档,商务宴请,2025-06-15
U0696,46,男,娄星区,公务员,素食,高档,商务聚餐,2025-07-27
U0697,26,女,娄星区,上班族,日韩料理,中档,学生夜宵,2025-03-07
U0698,39,男,娄星区,自由职业者,西餐,中档,甜品,2025-07-09
U0699,39,女,涟源市,工程师,快餐,经济型,朋友聚会,2025-07-02
U0700,36,男,涟源市,公务员,湘菜,中档,外卖,2025-04-12
U0701,59,男,冷水江市,学生,湘菜,经济型,学生早餐,2025-12-02
U0702,40,女,新化县,医生,小吃,高档,学生晚餐,2025-10-20
U0703,36,女,娄星区,自由职业者,川菜,中档,亲子聚餐,2025-04-18
U0704,34,女,新化县,其他,粤菜,经济型,周末早餐,2025-05-08
U0705,21,女,双峰县,自由职业者,小吃,经济型,小吃,2025-07-14
U0706,22,女,双峰县,其他,快餐,经济型,商务宴请,2025-06-03
U0707,21,女,冷水江市,公务员,川菜,中档,工作日早餐,2025-07-17
U0708,35,女,新化县,学生,快餐,经济型,学生晚餐,2025-06-22
U0709,20,女,涟源市,公务员,素食,中档,午餐,2025-07-14
U0710,39,女,娄星区,教师,日韩料理,中档,工作日午餐,2025-08-05
U0711,41,女,双峰县,工程师,川菜,中档,家庭聚餐,2025-11-19
U0712,44,女,娄星区,公务员,川菜,高档,商务聚餐,2025-10-28
U0713,38,男,娄星区,学生,素食,经济型,学生晚餐,2025-06-08
U0714,49,男,新化县,其他,粤菜,高档,家庭聚餐,2025-07-09
U0715,28,女,新化县,上班族,粤菜,经济型,周末聚餐,2025-06-24
U0716,28,女,娄星区,其他,素食,中档,甜品,2025-12-23
U0717,42,男,双峰县,上班族,湘菜,中档,商务聚餐,2026-01-15
U0718,36,女,冷水江市,学生,川菜,经济型,学生夜宵,2025-09-28
U0719,20,女,双峰县,公务员,湘菜,中档,工作日早餐,2025-06-26
U0720,41,女,双峰县,工程师,素食,高档,商务聚餐,2025-05-11
U0721,32,男,冷水江市,医生,素食,高档,学生晚餐,2025-04-08
U0722,51,女,双峰县,医生,粤菜,高档,家庭聚餐,2025-12-10
U0723,60,女,新化县,自由职业者,湘菜,中档,家庭聚餐,2025-03-12
U0724,19,男,冷水江市,工程师,西餐,高档,情侣约会,2025-06-15
U0725,37,男,双峰县,教师,粤菜,经济型,户外用餐,2026-01-21
U0726,50,男,娄星区,工程师,湘菜,中档,家庭聚餐,2025-07-10
U0727,19,男,双峰县,自由职业者,西餐,经济型,小吃,2025-05-11
U0728,53,男,新化县,医生,素食,中档,商务宴请,2025-08-15
U0729,41,男,娄星区,教师,粤菜,中档,家庭聚餐,2025-06-08
U0730,50,女,涟源市,其他,快餐,高档,家庭聚餐,2025-07-07
U0731,59,男,新化县,其他,粤菜,高档,商务聚餐,2025-05-19
U0732,45,男,冷水江市,上班族,湘菜,高档,商务宴请,2025-10-26
U0733,37,女,新化县,医生,川菜,高档,周末早餐,2025-09-09
U0734,19,男,涟源市,自由职业者,日韩料理,经济型,甜品,2025-10-26
U0735,45,女,冷水江市,公务员,粤菜,高档,商务宴请,2025-05-03
