merchant_id,merchant_name,area,avg_price,score,main_scene,business_hours,dish_feature
M0324,自助达人,冷水江市,68,4.7,工作日晚餐,18:00-23:00,火锅自助
M0325,涮烤小栈,新化县,50,3.9,周末聚餐,10:00-22:00,鸳鸯火锅
M0326,面香源,双峰县,35,4.7,周末午餐,11:00-14:00,拉面
M0327,牛排天地,娄星区,60,4.3,工作日早餐,06:00-10:00,意面
M0328,海味小栈,双峰县,80,4.6,学生午餐,12:00-14:30,蒜蓉粉丝扇贝
M0329,火锅烤肉王,新化县,69,4.7,周末聚餐,10:00-22:00,烤生蚝
M0330,民俗小馆,冷水江市,52,4.7,工作日午餐,12:00-14:30,侗族腌鱼
M0331,蒸包世家,娄星区,15,3.8,工作日早餐,07:00-11:00,豆沙包
M0332,烤肉自助王,娄星区,60,4.1,亲子聚餐,10:30-21:30,烤肉自助
M0333,烤肉天地,涟源市,89,4.7,朋友聚会,09:30-22:30,拉面
M0334,串说美食,娄星区,60,4.2,夜宵,19:00-00:00,炸土豆
M0335,面铺达人,冷水江市,35,4.8,学生午餐,11:30-15:00,炸酱面
M0336,粥道馆,娄星区,12,4.2,学生早餐,06:30-10:30,黑米粥
M0337,浪漫小馆,双峰县,60,3.9,亲子聚餐,09:30-22:30,牛排
M0338,咖啡小栈,涟源市,80,4.3,情侣约会,10:00-22:00,拿铁
M0339,火锅之家,新化县,50,3.7,周末聚餐,10:00-22:00,鸳鸯火锅
M0340,新化餐馆,娄星区,43,3.8,亲子聚餐,09:30-22:30,新化三合汤
M0341,地道娄底味,娄星区,15,4.4,学生用餐,09:30-22:30,葱油饼
M0342,蒸笼世家,娄星区,15,4.3,工作日早餐,06:30-10:30,青菜包
M0343,新化味道,娄星区,76,4.3,周末聚餐,10:30-21:30,向东街米粉
M0344,辣不怕,娄星区,48,4.7,周末聚餐,10:00-22:00,辣椒炒肉
M0345,风情餐厅,冷水江市,75,4.3,周末早餐,07:00-11:00,苗家酸汤鱼
M0346,小龙虾小铺,双峰县,60,3.9,工作日晚餐,17:00-01:00,清蒸小龙虾
M0347,烤鱼园,冷水江市,75,4.4,周末晚餐,17:30-22:30,酸菜烤鱼
M0348,咖啡居,娄星区,72,4.6,周末早餐,06:30-10:30,蛋糕
M0349,快而美,双峰县,30,4.7,夜宵,18:00-02:00,面条
M0350,青树坪米粉王,新化县,16,4.1,学生早餐,07:00-11:00,牛肉粉
M0351,烧烤达人馆,冷水江市,42,3.7,朋友聚会,19:00-00:00,烤鸡翅
M0352,向东街老菜馆,新化县,58,3.5,亲子聚餐,10:00-22:00,新化三合汤
M0353,火锅小栈,冷水江市,60,4.8,下午茶,14:00-17:00,火锅自助
M0354,娄底湘菜馆,冷水江市,35,3.7,学生夜宵,18:00-02:00,小炒肉饭
M0355,特色天地,新化县,94,4.8,户外用餐,10:00-22:00,苗家酸汤鱼
M0356,家常快餐,娄星区,30,4.4,周末晚餐,17:30-22:30,炒菜
M0357,鱼烤部落,冷水江市,57,3.9,学生午餐,12:00-14:30,豆豉烤鱼
M0358,串烧人生,娄星区,22,4.6,夜宵,20:00-01:00,炸土豆
M0359,绿色餐厅,涟源市,50,4.0,夜宵,19:00-00:00,豆腐煲
M0360,小吃部落,娄星区,19,4.6,学生用餐,10:00-22:00,糖油粑粑
M0361,新化人家,新化县,75,4.3,早餐,06:00-10:00,糁子粑
M0362,中西自助园,娄星区,60,4.2,下午茶,13:30-17:30,中西结合自助
M0363,肯德基,涟源市,40,3.5,工作日早餐,06:30-10:30,汉堡
M0364,湘味园,双峰县,44,3.9,亲子聚餐,09:30-22:30,辣椒炒肉
M0365,娄底炸串王,冷水江市,35,4.4,学生夜宵,19:00-00:00,臭豆腐
M0366,炸串小铺,冷水江市,30,4.3,夜宵,18:00-02:00,炸里脊肉
M0367,鱼说美食,冷水江市,50,4.2,周末晚餐,18:00-23:00,香辣烤鱼
M0368,湘菜王,新化县,59,4.4,工作日午餐,11:00-14:00,辣椒炒肉
M0369,海味天地,娄星区,86,4.3,下午茶,14:00-17:00,蒜蓉粉丝扇贝
M0370,西餐之家,新化县,60,4.2,周末午餐,11:30-15:00,沙拉
M0371,甜蜜时光,娄星区,50,3.8,情侣约会,10:30-21:30,布丁
M0372,粉香居,娄星区,20,4.6,工作日早餐,06:30-10:30,肉丝粉
M0373,南洋味道,冷水江市,63,4.4,周末午餐,11:00-14:00,冬阴功汤
M0374,鱼烤小铺,娄星区,50,4.6,户外用餐,16:00-23:00,麻辣烤鱼
M0375,撸串达人,娄星区,52,3.5,夜宵,19:00-00:00,炸年糕
M0376,涮烤天地,娄星区,50,3.6,周末聚餐,10:30-21:30,麻辣火锅
M0377,面品世家,双峰县,35,3.5,工作日晚餐,17:30-22:30,刀削面
M0378,食尚快餐王,新化县,30,4.4,下午茶,13:30-17:30,炒菜
M0379,粉香园,娄星区,47,4.4,学生用餐,10:00-22:00,排骨粉
M0380,包子小铺,娄星区,15,4.1,工作日早餐,06:30-10:30,青菜包
M0381,娄底风味,双峰县,29,4.4,学生用餐,09:30-22:30,糖油粑粑
M0382,烤鱼小栈,冷水江市,52,4.3,商务宴请,16:00-23:00,蒜香烤鱼
M0383,娄底人家,娄星区,66,4.2,周末聚餐,10:00-22:00,经典辣椒炒肉
M0384,粥铺小栈,娄星区,12,4.2,学生早餐,07:00-11:00,皮蛋瘦肉粥
M0385,粉铺达人,娄星区,65,4.3,学生用餐,10:00-22:00,牛肉粉
M0386,华莱士,娄星区,40,4.8,商务聚餐,09:30-22:30,汉堡
M0387,鱼道达人,涟源市,78,4.4,工作日晚餐,17:00-22:30,香辣烤鱼
M0388,寿司之家,娄星区,62,3.9,下午茶,13:30-17:30,寿司
M0389,食尚中式,涟源市,30,4.4,学生午餐,11:30-15:00,面条
M0390,新化人家,娄星区,42,4.1,早餐,06:30-10:30,白溪豆腐
M0391,粥道人家,娄星区,12,4.5,学生早餐,07:00-11:00,黑米粥
M0392,撸串部落,娄星区,20,4.7,学生夜宵,19:00-00:00,臭豆腐
M0393,乡里人家,冷水江市,58,3.9,商务聚餐,10:30-21:30,剁椒鱼头
M0394,咖啡世家,新化县,80,4.6,夜宵,19:00-00:00,蛋糕
M0395,西餐达人,娄星区,60,3.5,节日聚餐,09:30-22:30,沙拉
M0396,老湘亲,双峰县,70,4.4,商务聚餐,09:30-22:30,剁椒鱼头
M0397,日韩园,双峰县,114,4.6,学生晚餐,17:00-22:00,刺身
M0398,火锅达人,新化县,50,4.5,周末聚餐,10:00-22:00,烤生蚝
M0399,娄底人家,涟源市,35,4.7,周末午餐,11:30-15:00,小炒肉饭
M0400,小龙虾园,涟源市,60,4.7,朋友聚会,16:00-02:00,麻辣小龙虾
M0401,绿色家园,新化县,48,3.9,学生夜宵,19:00-00:00,素炒时蔬
M0402,快餐小铺,双峰县,30,3.8,情侣约会,09:30-22:30,炒菜
M0403,粉品世家,娄星区,59,4.4,工作日午餐,11:30-15:00,牛肉粉
M0404,欧洲风情,冷水江市,74,4.7,周末晚餐,17:30-22:30,牛排
M0405,米粉正餐王,双峰县,37,3.7,学生用餐,10:30-21:30,三鲜粉
M0406,小龙虾部落,新化县,60,4.4,户外用餐,16:00-02:00,蒜蓉小龙虾
M0407,虾闹江湖,冷水江市,61,4.1,夜宵,19:00-00:00,蒜蓉小龙虾
M0408,清心素食,涟源市,56,4.0,户外用餐,09:30-22:30,素炒时蔬
M0409,老地方粉店,娄星区,16,4.6,工作日早餐,07:00-11:00,牛肉粉
M0410,米粉世家,双峰县,60,4.2,工作日午餐,11:30-15:00,炒粉
M0411,糖衣天地,冷水江市,50,4.3,情侣约会,10:00-22:00,冰淇淋
M0412,绿色达人,涟源市,75,4.1,学生夜宵,20:00-01:00,蔬菜沙拉
M0413,绿色素食,双峰县,54,4.6,商务聚餐,09:30-22:30,菌菇汤
M0414,撸串达人,冷水江市,57,4.4,节日聚餐,19:00-00:00,烤鸡翅
M0415,涮烤达人,新化县,50,3.8,周末聚餐,10:30-21:30,麻辣火锅
M0416,日韩达人,双峰县,50,3.9,学生早餐,06:00-10:00,刺身
M0417,南洋风情,娄星区,50,4.1,亲子聚餐,09:30-22:30,沙爹
M0418,素食小栈,娄星区,48,3.7,亲子聚餐,10:00-22:00,蔬菜沙拉
M0419,风味小栈,双峰县,15,4.5,工作日午餐,11:00-14:00,葱油饼
M0420,牛排小栈,涟源市,65,4.3,朋友聚会,09:30-22:30,披萨
M0421,新化美食,娄星区,67,4.4,工作日午餐,11:00-14:00,向东街米粉
M0422,南洋味道,新化县,52,4.6,家庭聚餐,10:00-22:00,冬阴功汤
M0423,湘情苑,涟源市,35,4.8,周末早餐,06:30-10:30,汤
M0424,咖啡园,冷水江市,80,4.3,学生晚餐,17:30-22:30,美式咖啡
M0425,汉堡王,双峰县,40,4.5,下午茶,13:30-17:30,可乐
M0426,咖啡馆,涟源市,43,4.4,亲子聚餐,10:00-22:00,拿铁
M0427,快客中式快餐,新化县,30,4.4,学生夜宵,20:00-01:00,炒菜
M0428,烤肉小栈,双峰县,87,4.4,学生夜宵,19:00-00:00,拉面
M0429,西餐小馆,冷水江市,66,4.4,周末晚餐,18:00-23:00,沙拉
M0430,风情达人,冷水江市,72,4.5,周末午餐,12:00-14:30,邵阳猪血丸子
M0431,娄底面馆,双峰县,34,3.8,商务宴请,09:30-22:30,拉面
M0432,素食之家,涟源市,44,4.7,工作日早餐,06:30-10:30,豆腐煲
M0433,欧陆风情,涟源市,67,4.7,商务宴请,10:00-22:00,烤羊排
M0434,优雅西餐厅,双峰县,60,4.3,户外用餐,09:30-22:30,牛排
M0435,鲜之园,涟源市,84,4.3,周末午餐,11:30-15:00,鲍鱼
M0436,蒸功夫包子,娄星区,15,4.7,工作日早餐,07:00-11:00,鲜肉包
M0437,湘味轩,娄星区,35,4.5,户外用餐,10:30-21:30,小炒肉饭
M0438,虾道达人,冷水江市,60,3.9,学生夜宵,18:00-02:00,蒜蓉小龙虾
M0439,鲜之小铺,冷水江市,141,4.6,节日聚餐,10:00-22:00,蒜蓉粉丝扇贝
M0440,面品轩,双峰县,35,4.6,下午茶,14:00-17:00,牛肉面
M0441,海鲜达人,娄星区,80,4.3,情侣约会,09:30-22:30,鲍鱼
M0442,鱼烤小馆,双峰县,50,3.8,夜宵,17:30-22:30,酸菜烤鱼
M0443,粥道缘,娄星区,12,3.8,学生早餐,06:00-10:00,南瓜粥
M0444,娄底老粉铺,娄星区,23,4.6,工作日早餐,07:00-11:00,猪油拌粉
M0445,老湘亲,涟源市,35,4.3,商务聚餐,10:30-21:30,酸辣土豆丝
M0446,炸串达人,娄星区,56,4.2,夜宵,19:00-00:00,炸土豆
M0447,正新鸡排,双峰县,40,4.0,商务聚餐,09:30-22:30,三明治
M0448,粉铺小栈,娄星区,53,4.5,工作日午餐,12:00-14:30,新化粗粉
M0449,德克士,新化县,40,4.2,亲子聚餐,09:30-22:30,三明治
M0450,包子之家,娄星区,15,4.1,工作日早餐,07:00-11:00,鲜肉包
M0451,夜猫子炸串,娄星区,30,4.7,学生夜宵,20:00-01:00,臭豆腐
M0452,鸡公煲,新化县,40,3.8,外卖,10:30-21:30,三明治
M0453,咖啡小栈,娄星区,47,3.7,节日聚餐,10:00-22:00,卡布奇诺
M0454,娄底正餐米粉,娄星区,37,4.5,工作日午餐,11:00-14:00,三鲜粉
M0455,鲜之小馆,双峰县,80,4.4,工作日早餐,06:00-10:00,椒盐虾
M0456,面品达人,冷水江市,30,4.5,商务聚餐,10:00-22:00,牛肉面
M0457,兰州拉面,冷水江市,40,4.2,外卖,10:00-22:00,炸鸡
M0458,湘情小馆,双峰县,35,4.4,工作日午餐,11:30-15:00,小炒肉饭
M0459,粥香门第,娄星区,12,4.6,学生早餐,06:00-10:00,南瓜粥
M0460,甜蜜园,双峰县,50,4.5,商务宴请,09:30-22:30,蛋糕
M0461,咖啡小馆,涟源市,65,4.3,下午茶,13:30-17:30,蛋糕
M0462,泰味达人,冷水江市,78,3.7,情侣约会,09:30-22:30,菠萝饭
M0463,家常快餐王,冷水江市,30,3.5,家庭聚餐,10:00-22:00,面条
M0464,烤串达人,娄星区,43,3.6,家庭聚餐,17:00-02:00,烤牛肉串
M0465,甜品之家,新化县,50,4.3,朋友聚会,10:00-22:00,布丁
M0466,民俗天地,新化县,50,4.6,工作日午餐,11:30-15:00,叫花鸡
M0467,娄底湘菜馆,娄星区,57,4.4,工作日午餐,11:00-14:00,双色剁椒鱼头
M0468,火锅天地,娄星区,50,4.0,周末聚餐,09:30-22:30,烤生蚝
M0469,烧烤部落,新化县,33,3.7,下午茶,18:00-01:00,烤鸡翅
M0470,乡里人家,双峰县,59,4.4,学生用餐,09:30-22:30,剁椒鱼头
M0471,沙县小吃,娄星区,40,4.6,朋友聚会,10:30-21:30,炸鸡
M0472,小吃天地,双峰县,15,4.8,学生用餐,10:00-22:00,糖油粑粑
M0473,鱼烤天地,双峰县,57,4.4,情侣约会,17:00-22:30,酸菜烤鱼
M0474,粥品世家,娄星区,12,3.6,学生早餐,07:00-11:00,黑米粥
M0475,米粉小栈,新化县,20,3.7,工作日早餐,07:00-11:00,猪油拌粉
M0476,中西小馆,新化县,69,4.0,户外用餐,10:00-22:00,中西结合自助
M0477,面香人家,双峰县,35,3.7,周末晚餐,17:00-22:00,拉面
M0478,海鲜园,冷水江市,80,4.5,周末晚餐,17:30-22:30,鲍鱼
M0479,炸翻天,冷水江市,39,4.3,学生夜宵,19:00-00:00,炸里脊肉
M0480,面王,新化县,35,3.9,商务宴请,09:30-22:30,牛肉面
M0481,老地方湘菜馆,新化县,35,4.3,户外用餐,10:30-21:30,酸辣土豆丝
M0482,深夜烤吧,冷水江市,47,3.9,节日聚餐,19:00-00:00,烤茄子
M0483,蓝调西餐厅,娄星区,60,3.8,周末午餐,11:30-15:00,牛排
M0484,面道人家,涟源市,35,4.5,学生早餐,06:30-10:30,羊肉面
M0485,烧烤坊,冷水江市,48,4.5,商务宴请,19:00-00:00,烤鸡翅
M0486,咖啡部落,双峰县,54,4.0,工作日早餐,07:00-11:00,卡布奇诺
M0487,新化味道,娄星区,61,4.4,周末聚餐,09:30-22:30,向东街米粉
M0488,包子达人,娄星区,15,4.5,工作日早餐,06:00-10:00,红糖馒头
M0489,面道缘,双峰县,35,4.6,工作日午餐,11:30-15:00,炸酱面
M0490,湘食记,冷水江市,35,4.2,亲子聚餐,09:30-22:30,汤
M0491,虾闹小铺,双峰县,60,4.5,朋友聚会,18:00-00:00,清蒸小龙虾
M0492,深夜炸串,娄星区,45,4.7,夜宵,19:00-00:00,炸里脊肉
M0493,主题餐厅,双峰县,57,3.9,学生早餐,06:00-10:00,侗族腌鱼
M0494,中式快餐达人,新化县,30,4.2,商务宴请,09:30-22:30,面条
M0495,海鲜之家,新化县,80,4.6,外卖,09:30-22:30,椒盐虾
M0496,新化人家,新化县,41,4.7,早餐,07:00-11:00,向东街米粉
M0497,烤肉自助,娄星区,60,4.3,朋友聚会,10:30-21:30,中西结合自助
M0498,甜蜜时光,冷水江市,50,3.9,周末早餐,07:00-11:00,布丁
M0499,湘中美食,双峰县,35,4.5,家庭聚餐,10:30-21:30,青菜
M0500,串烧部落,娄星区,22,4.7,夜宵,19:00-00:00,炸香蕉
