behavior_id,user_id,merchant_id,merchant_area,merchant_avg_price,merchant_score,merchant_scene,behavior_type,behavior_time,amount,rating,review_content
B00664,U0058,M0101,娄星区,64,4.7,夜宵,浏览,2025-12-19 10:08:15,,,
B00665,U0058,M0145,娄星区,15,4.6,工作日早餐,下单,2025-12-09 08:04:15,16.83,,
B00666,U0058,M0467,娄星区,57,4.4,工作日午餐,浏览,2026-01-02 17:09:15,,,
B00667,U0058,M0386,娄星区,40,4.8,商务聚餐,下单,2026-01-24 04:16:15,32.82,,
B00668,U0058,M0118,娄星区,67,4.4,工作日午餐,收藏,2025-11-09 07:20:15,,,
B00669,U0058,M0106,娄星区,60,4.6,工作日午餐,收藏,2025-12-10 20:57:15,,,
B00670,U0058,M0356,娄星区,30,4.4,周末晚餐,浏览,2025-11-27 09:44:15,,,
B00671,U0058,M0079,娄星区,40,3.7,工作日晚餐,评价,2025-11-02 01:19:15,,3.3,性价比高 值得推荐
B00672,U0058,M0137,娄星区,81,4.7,学生晚餐,浏览,2025-11-11 10:32:15,,,
B00673,U0058,M0152,娄星区,15,4.4,工作日早餐,评价,2025-12-03 04:49:15,,4.6,性价比高 服务态度好 味道不错
B00674,U0059,M0402,双峰县,30,3.8,情侣约会,收藏,2025-12-28 15:27:15,,,
B00675,U0059,M0381,双峰县,29,4.4,学生用餐,浏览,2025-12-23 10:49:15,,,
B00676,U0059,M0372,双峰县,56,3.7,学生用餐,下单,2026-01-15 03:06:15,52.48,,
B00677,U0059,M0111,双峰县,24,3.6,学生用餐,浏览,2025-11-30 00:16:15,,,
B00678,U0059,M0136,双峰县,15,3.8,学生用餐,浏览,2025-11-19 20:18:15,,,
B00679,U0059,M0103,双峰县,100,4.4,节日聚餐,评价,2026-01-08 14:29:15,,4.9,环境干净
B00680,U0059,M0410,双峰县,60,4.2,工作日午餐,收藏,2026-01-07 13:13:15,,,
B00681,U0059,M0304,双峰县,80,4.4,工作日晚餐,浏览,2025-11-07 13:40:15,,,
B00682,U0060,M0310,涟源市,50,3.9,周末早餐,浏览,2025-11-10 01:43:15,,,
B00683,U0060,M0399,涟源市,35,4.7,周末午餐,收藏,2026-01-31 16:04:15,,,
B00684,U0060,M0019,涟源市,54,3.8,周末聚餐,收藏,2025-11-28 04:05:15,,,
B00685,U0060,M0120,涟源市,50,3.9,家庭聚餐,下单,2026-01-15 04:27:15,57.22,,
B00686,U0060,M0047,涟源市,33,4.5,甜品,下单,2025-11-27 01:13:15,39.04,,
B00687,U0060,M0420,涟源市,65,4.3,朋友聚会,下单,2026-01-30 00:50:15,74.11,,
B00688,U0060,M0420,涟源市,65,4.3,朋友聚会,评价,2026-01-19 02:26:15,,4.0,性价比高 价格实惠 分量足
B00689,U0060,M0253,涟源市,53,3.8,亲子聚餐,评价,2025-12-29 12:13:15,,3.9,味道不错 价格实惠
B00690,U0060,M0098,涟源市,51,3.5,情侣约会,下单,2025-12-06 18:24:15,56.98,,
B00691,U0060,M0019,涟源市,54,3.8,周末聚餐,下单,2025-12-01 22:58:15,51.89,,
B00692,U0061,M0297,涟源市,80,3.5,户外用餐,下单,2025-11-03 06:10:15,90.58,,
B00693,U0061,M0435,涟源市,84,4.3,周末午餐,收藏,2025-11-29 14:09:15,,,
B00694,U0061,M0036,涟源市,60,3.8,周末聚餐,下单,2025-12-28 06:25:15,55.99,,
B00695,U0061,M0495,涟源市,80,4.2,周末聚餐,收藏,2025-11-03 02:32:15,,,
B00696,U0061,M0247,涟源市,35,4.4,学生午餐,浏览,2025-11-19 15:08:15,,,
B00697,U0061,M0243,涟源市,50,4.4,亲子聚餐,收藏,2025-11-25 09:04:15,,,
B00698,U0061,M0019,涟源市,54,3.8,周末聚餐,收藏,2025-12-30 11:23:15,,,
B00699,U0061,M0432,涟源市,44,4.7,工作日早餐,浏览,2025-11-29 01:35:15,,,
B00700,U0061,M0064,涟源市,30,4.2,外卖,下单,2026-01-29 12:58:15,29.83,,
B00701,U0061,M0435,涟源市,84,4.3,周末午餐,下单,2025-11-02 08:24:15,97.24,,
B00702,U0061,M0426,涟源市,43,4.4,亲子聚餐,下单,2025-12-25 08:55:15,34.67,,
B00703,U0061,M0210,涟源市,36,3.9,朋友聚会,下单,2025-12-22 19:09:15,38.43,,
B00704,U0062,M0330,冷水江市,52,4.7,工作日午餐,下单,2026-01-03 02:46:15,49.68,,
B00705,U0062,M0153,冷水江市,40,4.3,情侣约会,收藏,2026-01-03 04:32:15,,,
B00706,U0062,M0365,冷水江市,35,4.4,学生夜宵,下单,2025-11-24 22:39:15,38.64,,
B00707,U0062,M0261,冷水江市,50,3.8,周末晚餐,下单,2026-01-20 08:14:15,52.91,,
B00708,U0062,M0153,冷水江市,40,4.3,情侣约会,浏览,2025-11-07 19:25:15,,,
B00709,U0062,M0318,冷水江市,83,4.6,商务聚餐,收藏,2025-12-24 04:00:15,,,
B00710,U0062,M0206,冷水江市,60,4.6,工作日晚餐,下单,2025-11-05 10:37:15,65.67,,
B00711,U0062,M0180,冷水江市,60,3.7,户外用餐,浏览,2025-12-29 21:26:15,,,
B00712,U0062,M0345,冷水江市,75,4.3,周末早餐,浏览,2025-11-24 21:54:15,,,
B00713,U0062,M0051,冷水江市,35,3.6,工作日晚餐,浏览,2026-01-06 03:08:15,,,
B00714,U0063,M0112,双峰县,66,4.6,周末午餐,收藏,2025-12-02 06:54:15,,,
B00715,U0063,M0165,双峰县,60,3.9,户外用餐,浏览,2025-12-09 07:31:15,,,
B00716,U0063,M0328,双峰县,80,4.6,学生午餐,下单,2026-01-27 04:12:15,72.09,,
B00717,U0063,M0461,双峰县,46,4.8,周末午餐,浏览,2026-01-27 01:40:15,,,
B00718,U0063,M0326,双峰县,35,4.7,周末午餐,浏览,2026-01-22 12:01:15,,,
B00719,U0063,M0252,双峰县,44,3.9,工作日午餐,下单,2026-01-16 20:10:15,49.42,,
B00720,U0063,M0402,双峰县,30,3.8,情侣约会,浏览,2025-12-02 19:03:15,,,
B00721,U0063,M0205,双峰县,59,4.4,朋友聚会,浏览,2025-12-26 15:04:15,,,
B00722,U0063,M0185,双峰县,60,4.2,下午茶,评价,2026-01-28 18:36:15,,4.0,味道不错
B00723,U0063,M0007,双峰县,35,4.4,工作日午餐,浏览,2026-01-12 12:14:15,,,
B00724,U0063,M0445,双峰县,70,4.4,商务聚餐,下单,2025-11-07 02:58:15,72.65,,
B00725,U0063,M0111,双峰县,24,3.6,学生用餐,浏览,2026-01-21 03:57:15,,,
B00726,U0063,M0024,双峰县,60,4.1,夜宵,浏览,2025-11-20 22:06:15,,,
B00727,U0063,M0413,双峰县,54,4.6,商务聚餐,下单,2025-12-15 17:50:15,57.64,,
B00728,U0064,M0343,娄星区,76,4.3,周末聚餐,浏览,2025-12-31 21:14:15,,,
B00729,U0064,M0288,娄星区,12,4.2,学生早餐,浏览,2025-11-17 00:22:15,,,
B00730,U0064,M0417,娄星区,50,4.1,亲子聚餐,收藏,2025-12-03 22:09:15,,,
B00731,U0064,M0126,娄星区,19,4.1,学生夜宵,浏览,2026-01-20 23:38:15,,,
B00732,U0064,M0250,娄星区,64,3.5,周末聚餐,浏览,2026-01-02 06:15:15,,,
B00733,U0064,M0181,娄星区,15,4.7,工作日早餐,收藏,2026-01-19 05:35:15,,,
B00734,U0064,M0283,娄星区,15,4.6,工作日早餐,收藏,2026-01-21 00:59:15,,,
B00735,U0064,M0251,娄星区,40,4.6,节日聚餐,浏览,2025-11-18 19:30:15,,,
B00736,U0065,M0368,新化县,59,4.4,工作日午餐,浏览,2025-12-17 21:49:15,,,
B00737,U0065,M0475,新化县,20,3.7,工作日早餐,评价,2026-01-12 18:03:15,,3.6,分量足 价格实惠
B00738,U0065,M0202,新化县,53,4.2,工作日午餐,浏览,2026-01-22 22:57:15,,,
B00739,U0065,M0401,新化县,48,3.9,学生夜宵,下单,2025-11-15 02:07:15,38.45,,
B00740,U0065,M0115,新化县,155,4.6,学生午餐,下单,2025-11-29 03:42:15,180.51,,
B00741,U0065,M0104,新化县,61,4.2,周末晚餐,收藏,2026-01-13 17:10:15,,,
B00742,U0065,M0077,新化县,61,3.8,学生早餐,下单,2026-01-11 12:06:15,54.3,,
B00743,U0065,M0193,新化县,40,3.9,情侣约会,下单,2025-11-07 00:34:15,38.81,,
B00744,U0065,M0415,新化县,50,3.8,周末聚餐,评价,2026-01-22 03:22:15,,3.3,服务态度好 味道不错 菜品新鲜
B00745,U0065,M0115,新化县,155,4.6,学生午餐,评价,2025-11-03 02:35:15,,4.5,服务态度好
B00746,U0065,M0368,新化县,59,4.4,工作日午餐,浏览,2025-11-19 09:05:15,,,
B00747,U0065,M0475,新化县,20,3.7,工作日早餐,下单,2026-01-18 08:21:15,17.77,,
B00748,U0066,M0329,新化县,69,4.7,周末聚餐,收藏,2025-12-21 15:24:15,,,
B00749,U0066,M0422,新化县,52,4.6,家庭聚餐,浏览,2025-11-15 08:47:15,,,
B00750,U0066,M0105,新化县,17,4.7,工作日早餐,下单,2025-11-08 21:03:15,19.56,,
B00751,U0066,M0202,新化县,53,4.2,工作日午餐,收藏,2026-01-18 03:41:15,,,
B00752,U0066,M0406,新化县,60,4.4,户外用餐,下单,2026-01-01 15:36:15,60.69,,
B00753,U0066,M0415,新化县,50,3.8,周末聚餐,评价,2025-11-02 22:47:15,,3.7,环境干净 菜品新鲜 性价比高
B00754,U0066,M0277,新化县,60,3.8,夜宵,评价,2026-01-07 14:08:15,,4.0,值得推荐
B00755,U0066,M0465,新化县,50,4.3,朋友聚会,下单,2025-12-26 16:07:15,59.99,,
B00756,U0066,M0267,新化县,80,3.5,学生夜宵,浏览,2025-12-31 07:55:15,,,
B00757,U0066,M0190,新化县,99,4.4,外卖,下单,2025-11-13 10:03:15,98.07,,
B00758,U0066,M0054,新化县,50,3.8,周末午餐,下单,2026-01-16 23:36:15,56.3,,
B00759,U0067,M0210,涟源市,36,3.9,朋友聚会,浏览,2025-11-02 12:14:15,,,
B00760,U0067,M0435,涟源市,84,4.3,周末午餐,下单,2026-01-14 22:38:15,89.86,,
B00761,U0067,M0203,涟源市,79,4.6,夜宵,收藏,2025-11-03 20:07:15,,,
B00762,U0067,M0151,涟源市,60,3.8,户外用餐,收藏,2025-12-28 03:52:15,,,
B00763,U0067,M0098,涟源市,51,3.5,情侣约会,收藏,2025-12-30 17:58:15,,,
B00764,U0067,M0151,涟源市,60,3.8,户外用餐,下单,2026-01-14 23:45:15,62.71,,
B00765,U0067,M0470,涟源市,25,4.1,学生午餐,浏览,2026-01-12 19:12:15,,,
B00766,U0067,M0292,涟源市,107,4.4,商务聚餐,收藏,2026-01-04 14:40:15,,,
B00767,U0067,M0363,涟源市,40,3.5,工作日早餐,浏览,2025-12-20 09:00:15,,,
B00768,U0067,M0064,涟源市,30,4.2,外卖,下单,2025-12-16 18:04:15,25.13,,
B00769,U0067,M0453,涟源市,80,4.3,情侣约会,浏览,2025-11-26 03:59:15,,,
B00770,U0067,M0321,涟源市,30,3.9,家庭聚餐,收藏,2025-11-05 12:17:15,,,
B00771,U0067,M0387,涟源市,78,4.4,工作日晚餐,浏览,2025-11-30 17:42:15,,,
B00772,U0067,M0276,涟源市,60,4.1,学生早餐,收藏,2026-01-26 00:44:15,,,
B00773,U0067,M0400,涟源市,60,4.7,朋友聚会,下单,2026-01-25 10:05:15,66.22,,
B00774,U0068,M0150,娄星区,15,4.7,工作日早餐,收藏,2025-11-24 04:47:15,,,
B00775,U0068,M0294,娄星区,12,4.2,学生早餐,浏览,2026-01-20 20:06:15,,,
B00776,U0068,M0432,娄星区,25,4.0,工作日晚餐,下单,2025-11-19 11:30:15,27.71,,
B00777,U0068,M0023,娄星区,30,4.5,甜品,下单,2025-11-06 21:01:15,25.51,,
B00778,U0068,M0061,娄星区,59,4.6,周末聚餐,评价,2025-11-03 00:21:15,,4.4,服务态度好 性价比高 值得推荐
B00779,U0068,M0255,娄星区,12,3.8,学生早餐,收藏,2025-12-30 09:13:15,,,
B00780,U0068,M0110,娄星区,65,4.5,学生夜宵,评价,2026-01-19 01:30:15,,4.2,价格实惠 环境干净
B00781,U0068,M0009,娄星区,15,3.9,学生早餐,浏览,2025-11-05 14:25:15,,,
B00782,U0068,M0093,娄星区,33,4.5,工作日午餐,浏览,2026-01-28 08:48:15,,,
B00783,U0068,M0306,娄星区,12,4.2,学生早餐,收藏,2026-01-22 03:41:15,,,
B00784,U0068,M0200,娄星区,15,4.5,工作日早餐,浏览,2026-01-07 17:05:15,,,
B00785,U0068,M0241,娄星区,58,4.1,工作日午餐,下单,2026-01-05 05:32:15,51.19,,
B00786,U0068,M0241,娄星区,58,4.1,工作日午餐,评价,2025-12-09 18:41:15,,4.2,性价比高
B00787,U0068,M0143,娄星区,25,4.1,工作日早餐,评价,2025-12-22 05:47:15,,4.1,性价比高
B00788,U0068,M0194,娄星区,18,4.3,工作日午餐,浏览,2025-11-28 18:30:15,,,
B00789,U0069,M0348,娄星区,72,4.6,周末早餐,下单,2025-11-27 07:23:15,69.9,,
B00790,U0069,M0498,娄星区,50,3.8,情侣约会,浏览,2026-01-19 22:40:15,,,
B00791,U0069,M0384,娄星区,12,4.2,学生早餐,下单,2025-12-02 12:19:15,11.42,,
B00792,U0069,M0227,娄星区,28,3.8,周末晚餐,下单,2025-12-25 08:52:15,22.46,,
B00793,U0069,M0343,娄星区,61,4.4,周末聚餐,浏览,2025-11-20 04:32:15,,,
B00794,U0069,M0063,娄星区,50,4.2,周末早餐,浏览,2026-01-07 06:06:15,,,
B00795,U0069,M0015,娄星区,10,4.7,学生早餐,下单,2026-01-18 09:33:15,8.62,,
B00796,U0069,M0079,娄星区,40,3.7,工作日晚餐,收藏,2026-01-12 18:40:15,,,
B00797,U0069,M0239,娄星区,82,4.3,夜宵,下单,2025-11-06 09:23:15,88.3,,
B00798,U0069,M0409,娄星区,16,4.6,工作日早餐,下单,2025-12-29 21:19:15,18.99,,
B00799,U0069,M0483,娄星区,60,3.8,周末午餐,下单,2026-01-19 22:47:15,69.09,,
B00800,U0069,M0291,娄星区,60,4.1,夜宵,浏览,2025-12-13 01:57:15,,,
B00801,U0069,M0364,娄星区,35,4.4,亲子聚餐,下单,2025-11-17 14:17:15,37.1,,
B00802,U0069,M0209,娄星区,15,4.0,学生用餐,浏览,2025-12-17 05:44:15,,,
B00803,U0070,M0351,冷水江市,42,3.7,朋友聚会,下单,2026-01-23 21:03:15,49.39,,
B00804,U0070,M0424,冷水江市,80,4.3,学生晚餐,收藏,2025-12-16 20:28:15,,,
B00805,U0070,M0404,冷水江市,74,4.7,周末晚餐,收藏,2026-01-15 21:14:15,,,
B00806,U0070,M0051,冷水江市,35,3.6,工作日晚餐,浏览,2026-01-09 15:32:15,,,
B00807,U0070,M0382,冷水江市,52,4.3,商务宴请,浏览,2025-12-07 04:23:15,,,
B00808,U0070,M0467,冷水江市,35,3.7,学生夜宵,浏览,2025-11-20 09:05:15,,,
B00809,U0070,M0407,冷水江市,61,4.1,夜宵,浏览,2025-11-17 11:14:15,,,
B00810,U0070,M0486,冷水江市,34,4.0,家庭聚餐,收藏,2025-11-05 09:50:15,,,
B00811,U0070,M0020,冷水江市,15,4.0,学生晚餐,下单,2026-01-07 13:06:15,13.75,,
B00812,U0070,M0382,冷水江市,52,4.3,商务宴请,下单,2025-12-09 02:01:15,50.42,,
B00813,U0071,M0456,冷水江市,30,4.5,商务聚餐,下单,2025-11-21 08:39:15,26.51,,
B00814,U0071,M0020,冷水江市,15,4.0,学生晚餐,浏览,2025-11-12 23:28:15,,,
B00815,U0071,M0473,冷水江市,50,4.0,周末聚餐,浏览,2025-12-15 18:15:15,,,
B00816,U0071,M0382,冷水江市,52,4.3,商务宴请,浏览,2026-01-17 22:14:15,,,
B00817,U0071,M0335,冷水江市,35,4.8,学生午餐,下单,2026-01-26 04:22:15,28.08,,
B00818,U0071,M0324,冷水江市,68,4.7,工作日晚餐,浏览,2026-01-24 08:33:15,,,
B00819,U0071,M0081,冷水江市,65,4.6,学生夜宵,浏览,2025-12-10 12:34:15,,,
B00820,U0071,M0481,冷水江市,82,4.4,商务聚餐,下单,2026-01-07 13:59:15,87.94,,
B00821,U0071,M0268,冷水江市,53,4.3,学生夜宵,收藏,2025-11-02 14:23:15,,,
B00822,U0071,M0198,冷水江市,82,4.4,工作日午餐,收藏,2026-01-02 08:20:15,,,
B00823,U0072,M0192,双峰县,82,4.4,夜宵,下单,2025-11-08 06:00:15,76.19,,
B00824,U0072,M0274,双峰县,71,4.4,学生夜宵,浏览,2025-12-26 15:48:15,,,
B00825,U0072,M0491,双峰县,60,4.5,朋友聚会,下单,2026-01-20 23:24:15,62.32,,
B00826,U0072,M0470,双峰县,59,4.4,学生用餐,下单,2025-12-15 18:23:15,51.99,,
B00827,U0072,M0124,双峰县,45,3.5,商务聚餐,浏览,2025-12-21 12:21:15,,,
B00828,U0072,M0349,双峰县,30,4.7,夜宵,下单,2026-01-29 17:17:15,25.64,,
B00829,U0072,M0014,双峰县,60,3.9,夜宵,收藏,2026-01-15 05:04:15,,,
B00830,U0072,M0225,双峰县,20,4.6,学生用餐,下单,2025-11-03 03:59:15,22.99,,
B00831,U0072,M0158,双峰县,100,4.5,学生午餐,收藏,2025-11-30 08:47:15,,,
B00832,U0072,M0302,双峰县,28,4.6,外卖,下单,2025-12-26 19:03:15,22.52,,
B00833,U0072,M0216,双峰县,40,4.4,周末聚餐,下单,2025-12-10 03:20:15,39.72,,
B00834,U0072,M0447,双峰县,40,4.0,商务聚餐,浏览,2026-01-17 12:29:15,,,
B00835,U0072,M0304,双峰县,80,4.4,工作日晚餐,浏览,2025-12-11 10:53:15,,,
B00836,U0072,M0026,双峰县,20,4.5,午餐,下单,2025-11-12 03:36:15,23.94,,
B00837,U0073,M0404,冷水江市,74,4.7,周末晚餐,下单,2026-01-13 08:31:15,70.73,,
B00838,U0073,M0153,冷水江市,40,4.3,情侣约会,下单,2026-01-13 08:12:15,43.77,,
B00839,U0073,M0489,冷水江市,35,4.6,周末早餐,下单,2025-12-12 04:32:15,39.4,,
B00840,U0073,M0029,冷水江市,56,4.7,周末聚餐,收藏,2025-12-16 02:48:15,,,
B00841,U0073,M0351,冷水江市,42,3.7,朋友聚会,下单,2025-12-28 16:13:15,45.21,,
B00842,U0073,M0414,冷水江市,57,4.4,节日聚餐,浏览,2025-12-26 18:37:15,,,
B00843,U0073,M0429,冷水江市,66,4.4,周末晚餐,浏览,2026-01-14 19:33:15,,,
B00844,U0073,M0109,冷水江市,52,3.6,学生夜宵,浏览,2025-12-06 06:24:15,,,
B00845,U0073,M0439,冷水江市,141,4.6,节日聚餐,收藏,2025-11-17 02:56:15,,,
B00846,U0073,M0318,冷水江市,83,4.6,商务聚餐,浏览,2026-01-23 18:03:15,,,
B00847,U0073,M0010,冷水江市,13,4.4,学生晚餐,下单,2025-12-19 13:46:15,10.93,,
B00848,U0073,M0456,冷水江市,30,4.5,商务聚餐,浏览,2026-01-09 08:57:15,,,
B00849,U0073,M0439,冷水江市,141,4.6,节日聚餐,评价,2026-01-14 17:10:15,,4.1,环境干净 服务态度好
B00850,U0073,M0256,冷水江市,80,3.6,商务宴请,收藏,2026-01-08 18:37:15,,,
B00851,U0074,M0224,娄星区,80,4.3,商务宴请,下单,2026-01-09 17:11:15,67.91,,
B00852,U0074,M0374,娄星区,50,4.6,户外用餐,评价,2026-01-09 07:08:15,,4.7,值得推荐 菜品新鲜
B00853,U0074,M0126,娄星区,19,4.1,学生夜宵,浏览,2025-11-28 09:02:15,,,
B00854,U0074,M0118,娄星区,67,4.4,工作日午餐,下单,2025-11-21 18:25:15,69.44,,
B00855,U0074,M0096,娄星区,50,4.6,情侣约会,收藏,2026-01-16 15:16:15,,,
B00856,U0074,M0255,娄星区,12,3.8,学生早餐,评价,2025-11-20 04:14:15,,4.1,味道不错 分量足
B00857,U0074,M0316,娄星区,25,3.8,工作日早餐,浏览,2025-11-28 04:48:15,,,
B00858,U0074,M0392,娄星区,20,4.7,学生夜宵,浏览,2025-11-30 18:47:15,,,
B00859,U0074,M0498,娄星区,50,3.8,情侣约会,下单,2025-12-15 21:38:15,53.71,,
B00860,U0074,M0012,娄星区,50,4.0,周末聚餐,浏览,2025-12-27 01:51:15,,,
B00861,U0074,M0169,娄星区,22,4.0,工作日早餐,评价,2026-01-20 19:30:15,,4.1,服务态度好
B00862,U0075,M0387,涟源市,78,4.4,工作日晚餐,收藏,2025-12-19 13:50:15,,,
B00863,U0075,M0064,涟源市,30,4.2,外卖,浏览,2026-01-16 20:05:15,,,
B00864,U0075,M0287,涟源市,56,4.5,家庭聚餐,收藏,2026-01-31 22:19:15,,,
B00865,U0075,M0387,涟源市,78,4.4,工作日晚餐,浏览,2025-12-01 20:55:15,,,
B00866,U0075,M0286,涟源市,60,4.7,工作日早餐,收藏,2026-01-14 01:25:15,,,
B00867,U0075,M0359,涟源市,50,4.0,夜宵,下单,2025-11-14 19:47:15,42.81,,
B00868,U0075,M0495,涟源市,80,4.2,周末聚餐,评价,2025-12-10 20:18:15,,4.2,菜品新鲜 分量足
B00869,U0075,M0470,涟源市,25,4.1,学生午餐,下单,2026-01-20 18:37:15,21.08,,
B00870,U0075,M0036,涟源市,60,3.8,周末聚餐,评价,2025-12-13 21:32:15,,3.8,菜品新鲜 服务态度好 分量足
B00871,U0075,M0387,涟源市,78,4.4,工作日晚餐,收藏,2026-01-15 17:26:15,,,
B00872,U0075,M0310,涟源市,50,3.9,周末早餐,收藏,2026-01-07 12:19:15,,,
B00873,U0075,M0297,涟源市,80,3.5,户外用餐,下单,2026-01-22 23:01:15,87.77,,
B00874,U0076,M0386,娄星区,40,4.8,商务聚餐,收藏,2026-01-27 04:31:15,,,
B00875,U0076,M0150,娄星区,15,4.7,工作日早餐,浏览,2025-11-03 08:38:15,,,
B00876,U0076,M0491,娄星区,91,4.4,夜宵,浏览,2026-01-28 06:30:15,,,
B00877,U0076,M0176,娄星区,35,3.8,周末晚餐,评价,2025-11-05 05:41:15,,3.9,性价比高 味道不错
B00878,U0076,M0194,娄星区,18,4.3,工作日午餐,下单,2026-01-14 08:13:15,14.44,,
B00879,U0076,M0002,娄星区,32,4.8,学生夜宵,浏览,2026-01-13 20:49:15,,,
B00880,U0076,M0369,娄星区,86,4.3,下午茶,收藏,2025-11-25 11:23:15,,,
B00881,U0076,M0079,娄星区,40,3.7,工作日晚餐,收藏,2026-01-28 18:09:15,,,
B00882,U0076,M0237,娄星区,42,4.1,早餐,收藏,2025-11-25 19:26:15,,,
B00883,U0076,M0050,娄星区,13,4.4,工作日早餐,下单,2025-11-22 19:31:15,11.61,,
B00884,U0077,M0141,冷水江市,50,4.3,商务宴请,收藏,2025-11-11 00:49:15,,,
B00885,U0077,M0076,冷水江市,30,4.0,情侣约会,浏览,2025-11-21 04:04:15,,,
B00886,U0077,M0365,冷水江市,35,4.4,学生夜宵,下单,2025-12-30 06:35:15,33.24,,
B00887,U0077,M0029,冷水江市,56,4.7,周末聚餐,下单,2025-12-23 08:29:15,46.35,,
B00888,U0077,M0226,冷水江市,101,4.5,商务聚餐,浏览,2025-11-26 10:44:15,,,
B00889,U0077,M0422,冷水江市,63,4.4,周末午餐,下单,2025-11-27 19:48:15,69.7,,
B00890,U0077,M0268,冷水江市,53,4.3,学生夜宵,浏览,2025-11-11 22:28:15,,,
B00891,U0077,M0300,冷水江市,53,4.5,朋友聚会,浏览,2025-11-23 12:45:15,,,
B00892,U0077,M0256,冷水江市,80,3.6,商务宴请,收藏,2025-11-17 13:15:15,,,
B00893,U0077,M0314,冷水江市,50,4.4,外卖,下单,2025-12-05 22:53:15,52.42,,
B00894,U0077,M0411,冷水江市,50,4.3,情侣约会,收藏,2025-11-04 13:06:15,,,
B00895,U0077,M0467,冷水江市,35,3.7,学生夜宵,评价,2026-01-13 16:25:15,,3.9,味道不错
B00896,U0077,M0261,冷水江市,50,3.8,周末晚餐,浏览,2026-01-26 05:08:15,,,
B00897,U0077,M0046,冷水江市,25,3.8,学生晚餐,浏览,2026-01-01 20:49:15,,,
B00898,U0077,M0404,冷水江市,74,4.7,周末晚餐,浏览,2026-01-13 12:48:15,,,
B00899,U0078,M0219,涟源市,58,4.4,商务宴请,下单,2025-11-07 05:51:15,61.09,,
B00900,U0078,M0426,涟源市,43,4.4,亲子聚餐,浏览,2025-11-12 13:27:15,,,
B00901,U0078,M0359,涟源市,50,4.0,夜宵,下单,2026-01-29 10:24:15,41.55,,
B00902,U0078,M0408,涟源市,56,4.0,户外用餐,浏览,2025-11-13 00:24:15,,,
B00903,U0078,M0484,涟源市,35,4.5,学生早餐,评价,2025-12-01 13:50:15,,4.3,价格实惠 味道不错
B00904,U0078,M0210,涟源市,36,3.9,朋友聚会,下单,2025-12-09 17:19:15,32.56,,
B00905,U0078,M0420,涟源市,65,4.3,朋友聚会,浏览,2026-01-20 19:23:15,,,
B00906,U0078,M0453,涟源市,80,4.3,情侣约会,浏览,2025-11-17 07:09:15,,,
B00907,U0078,M0333,涟源市,89,4.7,朋友聚会,下单,2026-01-16 07:54:15,89.29,,
B00908,U0079,M0333,涟源市,89,4.7,朋友聚会,下单,2025-11-21 19:23:15,86.53,,
B00909,U0079,M0098,涟源市,51,3.5,情侣约会,收藏,2025-12-23 09:46:15,,,
B00910,U0079,M0253,涟源市,53,3.8,亲子聚餐,下单,2025-12-20 08:15:15,42.81,,
B00911,U0079,M0333,涟源市,89,4.7,朋友聚会,浏览,2026-01-07 06:11:15,,,
B00912,U0079,M0420,涟源市,65,4.3,朋友聚会,浏览,2025-12-24 20:52:15,,,
B00913,U0079,M0276,涟源市,60,4.1,学生早餐,下单,2026-01-03 13:19:15,68.17,,
B00914,U0079,M0286,涟源市,60,4.7,工作日早餐,收藏,2025-12-24 14:17:15,,,
B00915,U0079,M0470,涟源市,25,4.1,学生午餐,浏览,2025-12-07 00:47:15,,,
B00916,U0079,M0412,涟源市,75,4.1,学生夜宵,浏览,2025-12-05 06:34:15,,,
B00917,U0079,M0310,涟源市,50,3.9,周末早餐,下单,2025-12-04 14:58:15,58.25,,
B00918,U0079,M0321,涟源市,30,3.9,家庭聚餐,收藏,2025-12-17 20:16:15,,,
B00919,U0079,M0292,涟源市,107,4.4,商务聚餐,收藏,2025-12-21 19:12:15,,,
B00920,U0079,M0210,涟源市,36,3.9,朋友聚会,下单,2025-12-31 05:09:15,31.5,,
B00921,U0079,M0120,涟源市,50,3.9,家庭聚餐,收藏,2025-11-15 14:02:15,,,
B00922,U0079,M0210,涟源市,36,3.9,朋友聚会,浏览,2026-01-14 10:03:15,,,
B00923,U0080,M0243,涟源市,50,4.4,亲子聚餐,收藏,2026-01-18 10:00:15,,,
B00924,U0080,M0432,涟源市,44,4.7,工作日早餐,浏览,2025-12-04 14:25:15,,,
B00925,U0080,M0203,涟源市,79,4.6,夜宵,下单,2025-11-15 22:35:15,63.61,,
B00926,U0080,M0287,涟源市,56,4.5,家庭聚餐,浏览,2026-01-04 21:57:15,,,
B00927,U0080,M0276,涟源市,60,4.1,学生早餐,浏览,2025-12-05 23:03:15,,,
B00928,U0080,M0203,涟源市,79,4.6,夜宵,下单,2026-01-19 07:35:15,69.69,,
B00929,U0080,M0210,涟源市,36,3.9,朋友聚会,浏览,2025-11-11 02:22:15,,,
B00930,U0080,M0426,涟源市,43,4.4,亲子聚餐,浏览,2025-12-09 09:49:15,,,
B00931,U0080,M0387,涟源市,78,4.4,工作日晚餐,收藏,2025-11-18 00:51:15,,,
B00932,U0080,M0399,涟源市,35,4.7,周末午餐,浏览,2025-11-02 16:30:15,,,
B00933,U0080,M0321,涟源市,30,3.9,家庭聚餐,评价,2026-01-13 15:28:15,,3.8,味道不错 分量足
